ID,title,Thumbnail,rights,manifest,Relation,viewingDirection,viewingHint,attribution
http://purl.org/dc/terms/identifier,http://purl.org/dc/terms/title,http://xmlns.com/foaf/0.1/thumbnail,http://purl.org/dc/terms/rights,http://schema.org/url,http://purl.org/dc/terms/relation,http://iiif.io/api/presentation/2#viewingDirection,http://iiif.io/api/presentation/2#viewingHint
Literal,Literal,Resource,Resource,Resource
11_Field_note___15,北部大興安嶺探検隊,,,,,,,,15,整理中,フィールド・ノート 北部大興安嶺 「動物」,1942年,ノート型,
11_Field_note___16,北部大興安嶺探検隊,,,,,,,,16,整理中,フィールド・ノート 北部大興安嶺 「北興安嶺調査隊 気象観測記録」　（記録者：中尾佐助？）,1942年5月15日-7月16日,ノート型,
11_Field_note___17,芦生,,,,,,,,17,整理中,フィールド・ノート 芦生 　　※「芦生」の記録は、 フィールド・ノート ポナペ 9月13日～ 春木村 の一部にある。,1943年4月15日,手帳型,
11_Field_note___18,直谷,,,,,,,,18,整理中,フィールド・ノート 直谷　 　※「直谷」の記録は、 フィールド・ノート ポナペ 9月13日～ 春木村 の一部にある。,？年9月25日,手帳型,
11_Field_note___19,内モンゴル調査,,,,,,,,19,公開中,フィールド・ノート 内モンゴル調査（1944） 48_001,1944年2-3月,手帳型,11_フィールド・ノート___001_内モンゴル調査(1944)_48
11_Field_note___20,内モンゴル調査,,,,,,,,20,公開中,フィールド・ノート 内モンゴル調査（1944、1946） 47_002,1944年3-5月､1946年1-2月,手帳型,11_フィールド・ノート___002_内モンゴル調査(1944、1946)_47
11_Field_note___21,内モンゴル調査,,,,,,,,21,公開中,フィールド・ノート 内モンゴル調査003（1944-46） 0_003,1944-1946年,手帳型,11_フィールド・ノート___003_内モンゴル調査（1944-46）_0
11_Field_note___22,内モンゴル調査,,,,,,,,22,公開中,フィールド・ノート 内モンゴル調査004（1944-46） 1_004,1944-1946年,手帳型,11_フィールド・ノート___004_内モンゴル調査（1944-46）_1
11_Field_note___23,内モンゴル調査,,,,,,,,23,公開中,フィールド・ノート 内モンゴル調査005（1944-46） 2_005,1944-1946年,手帳型,11_フィールド・ノート___005_内モンゴル調査（1944-46）_2
11_Field_note___24,内モンゴル調査,,,,,,,,24,公開中,フィールド・ノート 内モンゴル調査006（1944-46） 3_006,1944-1946年,手帳型,11_フィールド・ノート___006_内モンゴル調査（1944-46）_3
11_Field_note___25,内モンゴル調査,,,,,,,,25,公開中,フィールド・ノート 内モンゴル調査（1944-46） 4_007,1944-1946年,手帳型,11_フィールド・ノート___007_内モンゴル調査（1944-46）_4
11_Field_note___26,内モンゴル調査,,,,,,,,26,公開中,フィールド・ノート 内モンゴル調査（1944-46） 5_008,1944-1946年,手帳型,11_フィールド・ノート___008_内モンゴル調査（1944-46）_5
11_Field_note___27,内モンゴル調査,,,,,,,,27,公開中,フィールド・ノート 内モンゴル調査（1944-46） 6_009,1944-1946年,手帳型,11_フィールド・ノート___009_内モンゴル調査（1944-46）_6
11_Field_note___28,内モンゴル調査,,,,,,,,28,公開中,フィールド・ノート 内モンゴル調査（1944-46） 7_010,1944-1946年,手帳型,11_フィールド・ノート___010_内4モンゴル調査（1944-46）_7
11_Field_note___29,内モンゴル調査,,,,,,,,29,公開中,フィールド・ノート 内モンゴル調査（1944-46） 8_011,1944-1946年,手帳型,11_フィールド・ノート___011_内モンゴル調査（1944-46）_8
11_Field_note___30,内モンゴル調査,,,,,,,,30,公開中,フィールド・ノート 内モンゴル調査（1944-46） 9_012,1944-1946年,手帳型,11_フィールド・ノート___012_内モンゴル調査（1944-46）_9
11_Field_note___31,内モンゴル調査,,,,,,,,31,公開中,フィールド・ノート 内モンゴル調査（1944-46） 10_013,1944-1946年,手帳型,11_フィールド・ノート___013_内モンゴル調査（1944-46）_10
11_Field_note___32,内モンゴル調査,,,,,,,,32,公開中,フィールド・ノート 内モンゴル調査（1944-46） 11_014,1944-1946年,手帳型,11_フィールド・ノート___014_内モンゴル調査（1944-46）_11
11_Field_note___33,内モンゴル調査,,,,,,,,33,公開中,フィールド・ノート 内モンゴル調査（1944-46） 12_015,1944-1946年,手帳型,11_フィールド・ノート___015_内モンゴル調査（1944-46）_12
11_Field_note___34,内モンゴル調査,,,,,,,,34,公開中,フィールド・ノート 内モンゴル調査（1944-46） 13_016,1944-1946年,手帳型,11_フィールド・ノート___016_内モンゴル調査（1944-46）_13
11_Field_note___35,内モンゴル調査,,,,,,,,35,公開中,フィールド・ノート 内モンゴル調査（1944-46） 14_017,1944-1946年,手帳型,11_フィールド・ノート___017_内モンゴル調査（1944-46）_14
11_Field_note___36,内モンゴル調査,,,,,,,,36,公開中,フィールド・ノート 内モンゴル調査（1944-46） 15_018,1944-1946年,手帳型,11_フィールド・ノート___018_内モンゴル調査（1944-46）_15
11_Field_note___37,内モンゴル調査,,,,,,,,37,公開中,フィールド・ノート 内モンゴル調査（1944-46） 16_019,1944-1946年,手帳型,11_フィールド・ノート___019_内モンゴル調査（1944-46）_16
11_Field_note___38,内モンゴル調査,,,,,,,,38,公開中,フィールド・ノート 内モンゴル調査（1944-46） 17_020,1944-1946年,手帳型,11_フィールド・ノート___020_内モンゴル調査（1944-46）_17
11_Field_note___39,内モンゴル調査,,,,,,,,39,公開中,フィールド・ノート 内モンゴル調査（1944-46） 18_021,1944-1946年,手帳型,11_フィールド・ノート___021_内モンゴル調査（1944-46）_18
11_Field_note___40,内モンゴル調査,,,,,,,,40,公開中,フィールド・ノート 内モンゴル調査（1944-46） 19_022,1944-1946年,手帳型,11_フィールド・ノート___022_内モンゴル調査（1944-46）_19
11_Field_note___41,内モンゴル調査,,,,,,,,41,公開中,フィールド・ノート 内モンゴル調査（1944-46） 20_023,1944-1946年,手帳型,11_フィールド・ノート___023_内モンゴル調査（1944-46）_20
11_Field_note___42,内モンゴル調査,,,,,,,,42,公開中,フィールド・ノート 内モンゴル調査（1944-46） 21_024,1944-1946年,手帳型,11_フィールド・ノート___024_内モンゴル調査（1944-46）_21
11_Field_note___43,内モンゴル調査,,,,,,,,43,公開中,フィールド・ノート 内モンゴル調査（1944-46） 22_025,1944-1946年,手帳型,11_フィールド・ノート___025_内モンゴル調査（1944-46）_22
11_Field_note___44,内モンゴル調査,,,,,,,,44,公開中,フィールド・ノート 内モンゴル調査（1944-46） 23_026,1944-1946年,手帳型,11_フィールド・ノート___026_内モンゴル調査（1944-46）_23
11_Field_note___45,内モンゴル調査,,,,,,,,45,公開中,フィールド・ノート 内モンゴル調査（1944-46） 24_027,1944-1946年,手帳型,11_フィールド・ノート___027_内モンゴル調査（1944-46）_24
11_Field_note___46,内モンゴル調査,,,,,,,,46,公開中,フィールド・ノート 内モンゴル調査（1944-46） 25_028,1944-1946年,手帳型,11_フィールド・ノート___028_内モンゴル調査（1944-46）_25
11_Field_note___47,内モンゴル調査,,,,,,,,47,公開中,フィールド・ノート 内モンゴル調査（1944-46） 26_029,1944-1946年,手帳型,11_フィールド・ノート___029_内モンゴル調査（1944-46）_26
11_Field_note___48,内モンゴル調査,,,,,,,,48,公開中,フィールド・ノート 内モンゴル調査（1944-46） 27_030,1944-1946年,手帳型,11_フィールド・ノート___030_内モンゴル調査（1944-46）_27
11_Field_note___49,内モンゴル調査,,,,,,,,49,公開中,フィールド・ノート 内モンゴル調査（1944-46） 28_031,1944-1946年,手帳型,11_フィールド・ノート___031_内モンゴル調査（1944-46）_28
11_Field_note___50,内モンゴル調査,,,,,,,,50,公開中,フィールド・ノート 内モンゴル調査（1944-46） 29_032,1944-1946年,手帳型,11_フィールド・ノート___032_内モンゴル調査（1944-46）_29
11_Field_note___51,内モンゴル調査,,,,,,,,51,公開中,フィールド・ノート 内モンゴル調査（1944-46） 30_033,1944-1946年,手帳型,11_フィールド・ノート___033_内モンゴル調査（1944-46）_30
11_Field_note___52,内モンゴル調査,,,,,,,,52,公開中,フィールド・ノート 内モンゴル調査（1944-46） 31_034　（加藤泰安）,1944-1946年,手帳型,11_フィールド・ノート___034_内モンゴル調査（1944-46）_31
11_Field_note___53,内モンゴル調査,,,,,,,,53,公開中,フィールド・ノート 内モンゴル調査（1944-46） 32_035　（加藤泰安）,1944-1946年,手帳型,11_フィールド・ノート___035_内モンゴル調査（1944-46）_32
11_Field_note___54,内モンゴル調査,,,,,,,,54,,フィールド・ノート 内モンゴル調査（1944-46） 33　（現物なし）,,,
11_Field_note___55,内モンゴル調査,,,,,,,,55,,フィールド・ノート 内モンゴル調査（1944-46） 34　（現物なし）,,,
11_Field_note___56,内モンゴル調査,,,,,,,,56,,フィールド・ノート 内モンゴル調査（1944-46） 35　（現物なし）,,,
11_Field_note___57,内モンゴル調査,,,,,,,,57,公開中,フィールド・ノート 内モンゴル調査（1944-46） 36_036　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___036_内モンゴル調査（1944-46）_36
11_Field_note___58,内モンゴル調査,,,,,,,,58,公開中,フィールド・ノート 内モンゴル調査（1944-46） 37_037　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___037_内モンゴル調査（1944-46）_37
11_Field_note___59,内モンゴル調査,,,,,,,,59,公開中,フィールド・ノート 内モンゴル調査（1944-46） 38_038　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___038_内モンゴル調査（1944-46）_38
11_Field_note___60,内モンゴル調査,,,,,,,,60,公開中,フィールド・ノート 内モンゴル調査（1944-46） 39_039　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___039_内モンゴル調査（1944-46）_39
11_Field_note___61,内モンゴル調査,,,,,,,,61,公開中,フィールド・ノート 内モンゴル調査（1944-46） 40_040　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___040_内モンゴル調査（1944-46）_40
11_Field_note___62,内モンゴル調査,,,,,,,,62,公開中,フィールド・ノート 内モンゴル調査（1944-46） 41_041　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___041_内モンゴル調査（1944-46）_41
11_Field_note___63,内モンゴル調査,,,,,,,,63,公開中,フィールド・ノート 内モンゴル調査（1944-46） 42_042　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___042_内モンゴル調査（1944-46）_42
11_Field_note___64,内モンゴル調査,,,,,,,,64,公開中,フィールド・ノート 内モンゴル調査（1944-46） 43_043　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___043_内モンゴル調査（1944-46）_43
11_Field_note___65,内モンゴル調査,,,,,,,,65,公開中,フィールド・ノート 内モンゴル調査（1944-46） 44_044　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___044_内モンゴル調査（1944-46）_44
11_Field_note___66,内モンゴル調査,,,,,,,,66,公開中,フィールド・ノート 内モンゴル調査（1944-46） 45_045　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___045_内モンゴル調査（1944-46）_45
11_Field_note___67,内モンゴル調査,,,,,,,,67,公開中,フィールド・ノート 内モンゴル調査（1944-46） 46_046　（今西錦司）,1944-1946年,手帳型,11_フィールド・ノート___046_内モンゴル調査（1944-46）_46
11_Field_note___68,宇治田原 郷之口 岩山,,,,,,,,68,整理中,フィールド・ノート 宇治田原、郷之口、岩山　　※「宇治田原、郷之口、岩山」の記録は、 フィールド・ノート ポナペ 9月13日～ 春木村 の一部にある。,1946年8月11日,手帳型,
11_Field_note___69,京都府山岳連盟屋久島踏査隊,,,,,,,,69,整理中,フィールド・ノート 屋久島１,1949年9月,手帳型,
11_Field_note___70,京都府山岳連盟屋久島踏査隊,,,,,,,,70,整理中,フィールド・ノート 屋久島２,1949年9月,手帳型,
11_Field_note___71,熊本県阿蘇地方 農村調査,,,,,,,,71,整理中,フィールド・ノート Aso Ⅰ,1949年12月,ノート型,
11_Field_note___72,熊本県阿蘇地方 農村調査,,,,,,,,72,整理中,フィールド・ノート Aso Ⅱ,1949年12月,ノート型,
11_Field_note___73,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,73,整理中,フィールド・ノート KUSE 1955 MONGOL（モンゴル語） 1955.4-,1955年,手帳型,
11_Field_note___74,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,74,整理中,フィールド・ノート KUSE 1955 １ TOKYO KARACHI,1955年,手帳型,
11_Field_note___75,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,75,整理中,フィールド・ノート KUSE 1955 ２ NIKKI KARACHI,1955年,手帳型,
11_Field_note___76,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,76,整理中,フィールド・ノート KUSE 1955 ３ QUETTA CHAMAN,1955年,手帳型,
11_Field_note___77,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,77,整理中,フィールド・ノート KUSE 1955 ４ CHAMAN KANDAHAR KABUL,1955年,手帳型,
11_Field_note___78,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,78,整理中,フィールド・ノート KUSE 1955 ５ KABUL,1955年,手帳型,
11_Field_note___79,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,79,整理中,フィールド・ノート KUSE 1955 ６ HERAT-ARPATU,1955年,手帳型,
11_Field_note___80,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,80,整理中,フィールド・ノート KUSE 1955 ７ ARPATU-ZIRNI,1955年,手帳型,
11_Field_note___81,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,81,整理中,フィールド・ノートKUSE 1955 ８ ZIRNI・TAIWARA,1955年,手帳型,
11_Field_note___82,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,82,整理中,フィールド・ノート KUSE 1955 ９ TAIWARA・ＺＩＲＮＩ,1955年,手帳型,
11_Field_note___83,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,83,整理中,フィールド・ノート KUSE 1955 １０ 物質ノート,1955年,手帳型,
11_Field_note___84,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,84,整理中,フィールド・ノート KUSE 1955 １１ ZIRNI,1955年,手帳型,
11_Field_note___85,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,85,整理中,フィールド・ノート KUSE 1955 １２ ZIRNI,1955年,手帳型,
11_Field_note___86,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,86,整理中,フィールド・ノート KUSE 1955 １３ ZIRNI,1955年,手帳型,
11_Field_note___87,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,87,整理中,フィールド・ノート KUSE 1955 １４ ZIRNI,1955年,手帳型,
11_Field_note___88,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,88,整理中,フィールド・ノート KUSE 1955 １５ TAIWARA,1955年,手帳型,
11_Field_note___89,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,89,整理中,フィールド・ノート KUSE 1955 １６ TAIWARA,1955年,手帳型,
11_Field_note___90,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,90,整理中,フィールド・ノート KUSE 1955 １７ TAIWARA・SHAHRAK,1955年,手帳型,
11_Field_note___91,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,91,整理中,フィールド・ノート KUSE 1955 １８ 医学ノート,1955年,手帳型,
11_Field_note___92,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,92,整理中,フィールド・ノート KUSE 1955 １９ HERAT MEMO,1955年,手帳型,
11_Field_note___93,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,93,整理中,フィールド・ノート KUSE 1955 ２０ KALIMPONG・TOKYO,1955年,手帳型,
11_Field_note___94,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,94,整理中,フィールド・ノート KUSE 1955 Gogaku-Nôto FARSI Ⅰ,1955年,手帳型,
11_Field_note___95,京都大学カラコラム・ヒンズークシ学術調査隊 (KUSE),,,,,,,,95,整理中,フィールド・ノート KUSE 1955 Gogaku-Nôto　FARSI Ⅱ,1955年,手帳型,
11_Field_note___96,日本探検「日本群島」,,,,,,,,96,整理中,フィールド・ノート 空からの日本探検 1955年10月19日-11月9日,1955年,手帳型,
11_Field_note___97,第一次大阪市立大学 東南アジア学術調査隊 (OCUBE Ⅰ）,,,,,,,,97,整理中,フィールド・ノート 東南アジアⅠ 出発～サイゴン 1957年,1957年11月,手帳型,
11_Field_note___98,第一次大阪市立大学 東南アジア学術調査隊 (OCUBE Ⅰ）,,,,,,,,98,整理中,フィールド・ノート 東南アジアⅠ 1957年12月-1958年1月,1957年12月-1958年1月,手帳型,
11_Field_note___99,第一次大阪市立大学 東南アジア学術調査隊 (OCUBE Ⅰ）,,,,,,,,99,整理中,フィールド・ノート 東南アジアⅠ 1958年2月,1958年2月,手帳型,
11_Field_note___100,第一次大阪市立大学 東南アジア学術調査隊 (OCUBE Ⅰ）,,,,,,,,100,整理中,フィールド・ノート 東南アジアⅠ 1958年3月,1958年3月,手帳型,
11_Field_note___101,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,101,整理中,海外旅行手帳 1961 （後半の24ページ直筆部分。）,1961年12月13日-,手帳型,
11_Field_note___102,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,102,整理中,フィールド・ノート 東南アジアⅡTHAILAND  出発 北タイ 1961年,1961年12月16-27日,手帳型,
11_Field_note___103,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,103,整理中,フィールド・ノート 東南アジアⅡ BURMA 1962年1月,1961年12月28日-1962年1月5日,手帳型,
11_Field_note___104,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,104,整理中,フィールド・ノート 東南アジアⅡ PAKISTAN パキスタン チッタゴン～カルカッタ 1962年1月,1962年1月5-10日,手帳型,
11_Field_note___105,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,105,整理中,フィールド・ノート 東南アジアⅡ INDIA 東パキスタン～インド 1962年1月,1962年1月11-19日,手帳型,
11_Field_note___106,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,106,整理中,フィールド・ノート 東南アジアⅡ NEPAL ネパール 1962年1月,1962年1月19-24日,手帳型,
11_Field_note___107,第二次大阪市立大学 東南アジア学術調査隊(OCUBE Ⅱ),,,,,,,,107,整理中,フィールド・ノート 東南アジアⅡ BURMAⅡ ラングーン～帰国 1962年,1962年1月26日-2月5日,手帳型,
11_Field_note___108,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,108,整理中,フィールド・ノート アフリカ 出発 1963年7月,1963年7月5-14日,手帳型,
11_Field_note___109,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,109,整理中,フィールド・ノート アフリカ 記録メモ 1963年7-8月　　,1963年7-8月,フィラーノート（B6）,
11_Field_note___110,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,110,整理中,フィールド・ノート アフリカ 日記 1963年7月28日-8月3日,1963年7月-8月,フィラーノート（B6）,
11_Field_note___111,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,111,整理中,フィールド・ノート アフリカ 日記 1963年9月9日-9月20日,1963年9月,フィラーノート（B6）,
11_Field_note___112,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,112,整理中,フィールド・ノート アフリカ 日記 1963年10月15日-10月23日,1963年10月,フィラーノート（B6）,
11_Field_note___113,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,113,整理中,フィールド・ノート アフリカ 日記「タンガニカ湖のほとり」 1963年10月15日-23日,1963年10月,フィラーノート（B6）,
11_Field_note___114,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,114,整理中,フィールド・ノート アフリカ 日記 1963年10月29日-11月9日,1963年10月-11月,フィラーノート（B6）,
11_Field_note___115,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,115,整理中,フィールド・ノート アフリカ 日記 1963年11月17日-11月30日,1963年11月,フィラーノート（B6）,
11_Field_note___116,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,116,整理中,フィールド・ノート アフリカ 日記 1963年12月1日-12月12日,1963年12月,フィラーノート（B6）,
11_Field_note___117,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,117,整理中,フィールド・ノート アフリカ 日記 1964年1月1日-1月31日,1964年1月,フィラーノート（B6）,
11_Field_note___118,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,118,整理中,フィールド・ノート アフリカ 日記 1964年2月2日-2月3日,1964年2月,フィラーノート（B6）,
11_Field_note___119,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,119,整理中,フィールド・ノートアフリカ No.1　SIZEN TIRI DÔBUTU SYOKUBUTU,1963-1964年,フィラーノート（B5）,
11_Field_note___120,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,120,整理中,フィールド・ノートアフリカ No.2　BOKUTIKU（Ⅰ）,1963-1964年,フィラーノート（B5）,
11_Field_note___121,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,121,整理中,フィールド・ノートアフリカ No.3　BOKUTIKU（Ⅱ） KATIKU・RIYÔ SYURYÔ BUKI HATAKE,1963-1964年,フィラーノート（B5）,
11_Field_note___122,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,122,整理中,フィールド・ノートアフリカ No.4　SYAKAI KAZOKU ONNA KODOMO,1963-1964年,フィラーノート（B5）,
11_Field_note___123,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,123,整理中,フィールド・ノートアフリカ No.5　HITO KARADA KIMONO MOTIMONO,1963-1964年,フィラーノート（B5）,
11_Field_note___124,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,124,整理中,フィールド・ノートアフリカ No.6　TABEMONO DAIDOKORO,1963-1964年,フィラーノート（B5）,
11_Field_note___125,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,125,整理中,フィールド・ノートアフリカ No.7　IE(SUMAI) DÔGU,1963-1964年,フィラーノート（B5）,
11_Field_note___126,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,126,整理中,"フィールド・ノートアフリカ No.8　形態論および Dumuy, Girgisch",1963-1964年,フィラーノート（B5）,
11_Field_note___127,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,127,整理中,フィールド・ノートアフリカ No.9　Gidaghesenga（Ⅰ）,1963-1964年,フィラーノート（B5）,
11_Field_note___128,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,128,整理中,フィールド・ノートアフリカ No.10　Usi Gidaghesenga（Ⅱ）,1963-1964年,フィラーノート（B5）,
11_Field_note___129,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,129,整理中,フィールド・ノートアフリカ No.11　Mangati語 文法,1963-1964年,フィラーノート（B5）,
11_Field_note___130,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,130,整理中,フィールド・ノートアフリカ No.12　IRAQW,1963-1964年,フィラーノート（B5）,
11_Field_note___131,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,131,整理中,フィールド・ノート アフリカ Linguistic Notes(Ⅰ),1963-1964年,フィラーノート（B6）,
11_Field_note___132,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,132,整理中,フィールド・ノート アフリカ Linguistic Notes(Ⅱ),1963-1964年,フィラーノート（B6）,
11_Field_note___133,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,133,整理中,フィールド・ノートアフリカ Linguistic Notes(Ⅲ),1963-1964年,フィラーノート（B6）,
11_Field_note___134,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,134,整理中,フィールド・ノート アフリカ DATOGAにおける家畜群の構造（Ⅰ）,1963-1964年,フィラーノート（B6）,
11_Field_note___135,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,135,整理中,フィールド・ノート アフリカ DATOGAにおける家畜群の構造（Ⅱ）,1963-1964年,フィラーノート（B6）,
11_Field_note___136,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,136,整理中,フィールド・ノート アフリカ DATOGAにおける家畜群の構造（Ⅲ）,1963-1964年,フィラーノート（B6）,
11_Field_note___137,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,137,整理中,フィールド・ノート アフリカ DATOGAにおける家畜群の構造（Ⅳ）,1963-1964年,フィラーノート（B6）,
11_Field_note___138,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,138,整理中,フィールド・ノート アフリカ Pastoralism（Ⅰ）,1963-1964年,フィラーノート（B6）,
11_Field_note___139,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,139,整理中,フィールド・ノート アフリカ Pastoralism 利用 社会,1963-1964年,フィラーノート（B6）,
11_Field_note___140,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,140,整理中,フィールド・ノート アフリカ Pastoralism 牧畜技術,1963-1964年,フィラーノート（B6）,
11_Field_note___141,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,141,整理中,フィールド・ノート アフリカ Geographical Notes(Ⅰ),1963-1964年,フィラーノート（B6）,
11_Field_note___142,京都大学アフリカ学術調査隊 (KUASE),,,,,,,,142,整理中,フィールド・ノート アフリカ Geographical Notes(Ⅱ) vegetation,1963-1964年,フィラーノート（B6）,
